latitude,longitude,year,week,fire_cnt_before,fire_before,fire_cnt_last_year,fire_last_year,fire_cnt_last_year_same_week,fire_last_year_same_week,Mandal_Nam,Dist_Name,confidence
16.19,78.81,2022,11,0.058823529,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.19,78.85,2022,10,0.058823529,0.019607843,0.176470588,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.2,78.5,2022,9,0.058823529,0.019607843,0.0,0.0,0,0,Kollapur,Nagarkurnool,60.93216658
16.2,78.52,2022,11,0.058823529,0.019607843,0.0,0.0,0,0,Lingal,Nagarkurnool,60.93216658
16.2,78.61,2022,9,0.117647059,0.039215686,0.058823529,0.019607843,3,1,Amrabad,Nagarkurnool,85.0
16.2,78.65,2022,10,0.058823529,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,60.93216658
16.2,78.69,2022,10,0.098039216,0.019607843,0.039215686,0.019607843,2,1,Amrabad,Nagarkurnool,85.0
16.2,78.7,2022,11,0.117647059,0.039215686,0.196078431,0.039215686,0,0,Amrabad,Nagarkurnool,85.0
16.2,78.71,2022,11,0.058823529,0.019607843,0.215686275,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.2,78.74,2022,11,0.215686275,0.019607843,0.196078431,0.019607843,0,0,Amrabad,Nagarkurnool,91.0
16.2,78.77,2022,11,0.098039216,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,85.0
16.2,78.81,2022,11,0.156862745,0.039215686,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,87.0
16.2,78.82,2022,11,0.078431373,0.019607843,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,80.93216658
16.2,78.85,2022,10,0.058823529,0.019607843,0.098039216,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.2,78.88,2022,10,0.058823529,0.019607843,0.098039216,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.2,78.89,2022,10,0.058823529,0.019607843,0.058823529,0.039215686,0,0,Amrabad,Nagarkurnool,60.93216658
16.2,78.91,2022,10,0.058823529,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.21,78.63,2022,10,0.078431373,0.039215686,0.078431373,0.039215686,0,0,Amrabad,Nagarkurnool,68.88637261
16.21,78.67,2022,10,0.078431373,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,80.93216658
16.21,78.68,2022,10,0.098039216,0.039215686,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,88.88637261
16.21,78.69,2022,11,0.196078431,0.019607843,0.078431373,0.039215686,0,0,Amrabad,Nagarkurnool,90.0
16.21,78.7,2022,11,0.137254902,0.019607843,0.098039216,0.019607843,0,0,Amrabad,Nagarkurnool,87.0
16.21,78.72,2022,11,0.058823529,0.019607843,0.098039216,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.21,78.73,2022,11,0.078431373,0.019607843,0.156862745,0.019607843,0,0,Amrabad,Nagarkurnool,80.93216658
16.21,78.74,2022,11,0.058823529,0.019607843,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.21,78.78,2022,10,0.058823529,0.019607843,0.117647059,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.21,78.84,2022,10,0.058823529,0.019607843,0.098039216,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.21,78.85,2022,10,0.137254902,0.019607843,0.156862745,0.019607843,0,0,Amrabad,Nagarkurnool,87.0
16.21,78.86,2022,10,0.098039216,0.019607843,0.039215686,0.039215686,0,0,Amrabad,Nagarkurnool,85.0
16.21,78.87,2022,10,0.078431373,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,80.93216658
16.21,78.88,2022,10,0.196078431,0.019607843,0.117647059,0.019607843,0,0,Amrabad,Nagarkurnool,90.0
16.21,78.89,2022,10,0.215686275,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,91.0
16.21,78.9,2022,10,0.235294118,0.019607843,0.058823529,0.039215686,0,0,Amrabad,Nagarkurnool,92.0
16.21,78.91,2022,10,0.137254902,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,87.0
16.21,78.93,2022,10,0.098039216,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,85.0
16.21,78.94,2022,10,0.058823529,0.019607843,0.019607843,0.019607843,1,1,Amrabad,Nagarkurnool,60.93216658
16.22,78.63,2022,10,0.098039216,0.039215686,0.078431373,0.019607843,0,0,Amrabad,Nagarkurnool,88.88637261
16.22,78.64,2022,10,0.098039216,0.019607843,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,85.0
16.22,78.68,2022,11,0.117647059,0.019607843,0.019607843,0.019607843,1,1,Amrabad,Nagarkurnool,86.0
16.22,78.69,2022,11,0.196078431,0.019607843,0.117647059,0.039215686,2,1,Amrabad,Nagarkurnool,90.0
16.22,78.71,2022,11,0.058823529,0.019607843,0.156862745,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.22,78.73,2022,11,0.078431373,0.019607843,0.078431373,0.039215686,0,0,Amrabad,Nagarkurnool,80.93216658
16.22,78.74,2022,14,0.078431373,0.039215686,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,61.21723365
16.22,78.75,2022,14,0.098039216,0.039215686,0.137254902,0.039215686,0,0,Amrabad,Nagarkurnool,61.21723365
16.22,78.85,2022,10,0.058823529,0.019607843,0.098039216,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.22,78.87,2022,10,0.058823529,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.22,78.9,2022,10,0.058823529,0.019607843,0.098039216,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.22,78.92,2022,10,0.117647059,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,86.0
16.22,78.95,2022,10,0.156862745,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,88.0
16.22,78.96,2022,10,0.078431373,0.039215686,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,68.88637261
16.23,78.41,2022,16,0.098039216,0.039215686,0.0,0.0,0,0,Peddakothapalle,Nagarkurnool,81.21723365
16.23,78.63,2022,10,0.058823529,0.019607843,0.078431373,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.23,78.64,2022,10,0.078431373,0.019607843,0.0,0.0,0,0,Balmoor,Nagarkurnool,80.93216658
16.23,78.65,2022,10,0.078431373,0.019607843,0.078431373,0.019607843,0,0,Amrabad,Nagarkurnool,80.93216658
16.23,78.66,2022,10,0.078431373,0.019607843,0.078431373,0.019607843,0,0,Amrabad,Nagarkurnool,80.93216658
16.23,78.67,2022,10,0.058823529,0.019607843,0.137254902,0.039215686,3,1,Amrabad,Nagarkurnool,60.93216658
16.23,78.69,2022,11,0.058823529,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,60.93216658
16.23,78.7,2022,11,0.078431373,0.019607843,0.058823529,0.039215686,0,0,Amrabad,Nagarkurnool,80.93216658
16.23,78.85,2022,10,0.058823529,0.019607843,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.23,78.87,2022,10,0.058823529,0.019607843,0.058823529,0.039215686,0,0,Amrabad,Nagarkurnool,60.93216658
16.23,78.92,2022,10,0.058823529,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.24,78.62,2022,11,0.078431373,0.019607843,0.078431373,0.019607843,0,0,Balmoor,Nagarkurnool,80.93216658
16.24,78.66,2022,10,0.196078431,0.019607843,0.098039216,0.019607843,0,0,Amrabad,Nagarkurnool,90.0
16.24,78.67,2022,10,0.098039216,0.019607843,0.117647059,0.019607843,0,0,Amrabad,Nagarkurnool,85.0
16.24,78.69,2022,11,0.058823529,0.019607843,0.078431373,0.039215686,3,1,Amrabad,Nagarkurnool,60.93216658
16.24,78.89,2022,16,0.058823529,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.24,78.92,2022,10,0.176470588,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,89.0
16.24,78.93,2022,10,0.137254902,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,87.0
16.24,78.94,2022,10,0.117647059,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,86.0
16.25,78.65,2022,11,0.078431373,0.019607843,0.0,0.0,0,0,Balmoor,Nagarkurnool,80.93216658
16.25,78.77,2022,11,0.058823529,0.019607843,0.058823529,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.25,78.9,2022,10,0.117647059,0.019607843,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,86.0
16.25,78.92,2022,10,0.078431373,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,80.93216658
16.25,78.93,2022,10,0.098039216,0.019607843,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,85.0
16.25,78.94,2022,10,0.098039216,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,85.0
16.25,78.95,2022,10,0.156862745,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,88.0
16.25,78.96,2022,10,0.078431373,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,80.93216658
16.25,78.97,2022,10,0.098039216,0.019607843,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,85.0
16.26,78.77,2022,11,0.058823529,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,60.93216658
16.26,78.78,2022,11,0.156862745,0.019607843,0.117647059,0.019607843,0,0,Amrabad,Nagarkurnool,88.0
16.26,78.89,2022,10,0.078431373,0.019607843,0.098039216,0.058823529,0,0,Amrabad,Nagarkurnool,80.93216658
16.26,78.91,2022,10,0.098039216,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,85.0
16.26,78.92,2022,10,0.098039216,0.019607843,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,85.0
16.26,78.93,2022,10,0.078431373,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,80.93216658
16.27,78.79,2022,17,0.078431373,0.039215686,0.078431373,0.019607843,0,0,Amrabad,Nagarkurnool,61.21723365
16.27,78.87,2022,10,0.058823529,0.019607843,0.019607843,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.27,78.88,2022,10,0.117647059,0.019607843,0.039215686,0.039215686,0,0,Amrabad,Nagarkurnool,86.0
16.27,78.9,2022,10,0.117647059,0.019607843,0.039215686,0.039215686,0,0,Amrabad,Nagarkurnool,86.0
16.28,78.76,2022,11,0.098039216,0.019607843,0.058823529,0.019607843,3,1,Amrabad,Nagarkurnool,85.0
16.28,78.77,2022,11,0.098039216,0.019607843,0.117647059,0.058823529,3,1,Amrabad,Nagarkurnool,85.0
16.28,78.85,2022,8,0.078431373,0.019607843,0.058823529,0.019607843,0,0,Amrabad,Nagarkurnool,80.93216658
16.28,78.88,2022,10,0.058823529,0.019607843,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.29,78.77,2022,11,0.058823529,0.019607843,0.039215686,0.039215686,0,0,Amrabad,Nagarkurnool,60.93216658
16.29,78.78,2022,11,0.058823529,0.019607843,0.254901961,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.29,78.8,2022,11,0.058823529,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,60.93216658
16.29,78.81,2022,11,0.098039216,0.019607843,0.117647059,0.019607843,0,0,Amrabad,Nagarkurnool,85.0
16.29,78.82,2022,11,0.137254902,0.019607843,0.078431373,0.058823529,0,0,Amrabad,Nagarkurnool,87.0
16.3,78.81,2022,11,0.058823529,0.019607843,0.156862745,0.058823529,0,0,Amrabad,Nagarkurnool,60.93216658
16.31,78.8,2022,11,0.058823529,0.019607843,0.137254902,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.31,78.82,2022,8,0.117647059,0.019607843,0.196078431,0.019607843,0,0,Amrabad,Nagarkurnool,86.0
16.31,78.83,2022,9,0.078431373,0.019607843,0.058823529,0.019607843,0,0,Amrabad,Nagarkurnool,80.93216658
16.31,78.84,2022,9,0.058823529,0.019607843,0.058823529,0.019607843,0,0,Amrabad,Nagarkurnool,60.93216658
16.32,78.82,2022,8,0.117647059,0.019607843,0.098039216,0.019607843,0,0,Amrabad,Nagarkurnool,86.0
16.32,78.94,2022,10,0.078431373,0.039215686,0.0,0.0,0,0,Padara,Nagarkurnool,68.88637261
16.32,78.96,2022,10,0.058823529,0.019607843,0.039215686,0.039215686,0,0,Padara,Nagarkurnool,60.93216658
16.33,78.72,2022,11,0.078431373,0.019607843,0.039215686,0.019607843,0,0,Amrabad,Nagarkurnool,80.93216658
16.33,78.86,2022,10,0.078431373,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,80.93216658
16.33,78.94,2022,9,0.176470588,0.019607843,0.0,0.0,0,0,Padara,Nagarkurnool,89.0
16.34,78.81,2022,12,0.078431373,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,80.93216658
16.34,78.83,2022,10,0.058823529,0.019607843,0.0,0.0,0,0,Amrabad,Nagarkurnool,60.93216658
16.38,77.67,2022,49,0.117647059,0.058823529,0.058823529,0.039215686,0,0,Amarchintha,Wanaparthy,80.58657442
16.4,78.99,2022,9,0.058823529,0.019607843,0.0,0.0,0,0,Padara,Nagarkurnool,60.93216658
16.42,79.0,2022,13,0.137254902,0.039215686,0.0,0.0,0,0,Padara,Nagarkurnool,85.0
16.43,79.01,2022,8,0.078431373,0.019607843,0.0,0.0,0,0,Achampet,Nagarkurnool,80.93216658
16.44,77.86,2022,19,0.274509804,0.098039216,0.058823529,0.019607843,3,1,Chinna Chinta Kunta,Mahabubnagar,61.21723365
16.44,77.86,2022,21,0.274509804,0.098039216,0.058823529,0.019607843,0,0,Chinna Chinta Kunta,Mahabubnagar,61.21723365
16.44,77.86,2022,23,0.274509804,0.098039216,0.058823529,0.019607843,0,0,Chinna Chinta Kunta,Mahabubnagar,86.0
16.44,77.87,2022,19,0.196078431,0.078431373,0.039215686,0.039215686,0,0,Madanapur,Wanaparthy,61.21723365
16.44,77.87,2022,23,0.196078431,0.078431373,0.039215686,0.039215686,0,0,Madanapur,Wanaparthy,80.310118
16.44,77.93,2022,51,0.058823529,0.019607843,0.0,0.0,0,0,Kothakota,Wanaparthy,60.58657442
16.44,78.0,2022,44,0.058823529,0.019607843,0.019607843,0.019607843,0,0,Peddamandaddi,Wanaparthy,60.310118
16.44,78.98,2022,11,0.058823529,0.019607843,0.019607843,0.019607843,0,0,Achampet,Nagarkurnool,60.93216658
16.44,78.99,2022,11,0.078431373,0.019607843,0.0,0.0,0,0,Achampet,Nagarkurnool,80.93216658
16.45,77.86,2022,19,0.254901961,0.078431373,0.058823529,0.019607843,3,1,Chinna Chinta Kunta,Mahabubnagar,88.0
16.45,77.86,2022,21,0.254901961,0.078431373,0.058823529,0.019607843,0,0,Chinna Chinta Kunta,Mahabubnagar,61.21723365
16.45,77.87,2022,19,0.274509804,0.078431373,0.156862745,0.058823529,4,1,Addakal,Mahabubnagar,90.0
16.45,77.88,2022,19,0.156862745,0.098039216,0.078431373,0.078431373,1,1,Addakal,Mahabubnagar,61.21723365
16.46,78.97,2022,17,0.058823529,0.019607843,0.019607843,0.019607843,0,0,Achampet,Nagarkurnool,60.93216658
16.47,77.91,2022,44,0.098039216,0.058823529,0.019607843,0.019607843,0,0,Addakal,Mahabubnagar,60.310118
16.47,77.92,2022,44,0.078431373,0.039215686,0.019607843,0.019607843,0,0,Addakal,Mahabubnagar,60.310118
16.56,77.94,2022,47,0.058823529,0.019607843,0.0,0.0,0,0,Addakal,Mahabubnagar,60.310118
16.63,78.29,2022,8,0.058823529,0.019607843,0.0,0.0,0,0,Thimmajipeta,Nagarkurnool,60.93216658
16.65,77.86,2022,8,0.078431373,0.039215686,0.0,0.0,0,0,Devarkadra,Mahabubnagar,68.88637261
16.69,79.97,2022,14,0.058823529,0.019607843,0.0,0.0,0,0,Chinthala palem,Suryapet,60.93216658
16.7,78.3,2022,9,0.058823529,0.019607843,0.0,0.0,0,0,Midjil,Mahabubnagar,60.93216658
16.7,79.65,2022,8,0.62745098,0.274509804,1.509803922,0.470588235,7,1,Damaracherla,Nalgonda,99.99789645
16.7,79.65,2022,9,0.62745098,0.274509804,1.509803922,0.470588235,3,1,Damaracherla,Nalgonda,99.99789645
16.7,79.65,2022,10,0.62745098,0.274509804,1.509803922,0.470588235,4,1,Damaracherla,Nalgonda,99.99789645
16.7,79.65,2022,11,0.62745098,0.274509804,1.509803922,0.470588235,3,1,Damaracherla,Nalgonda,99.99789645
16.7,79.65,2022,12,0.62745098,0.274509804,1.509803922,0.470588235,4,1,Damaracherla,Nalgonda,81.0
16.7,79.65,2022,13,0.62745098,0.274509804,1.509803922,0.470588235,2,1,Damaracherla,Nalgonda,81.0
16.7,79.65,2022,16,0.62745098,0.274509804,1.509803922,0.470588235,0,0,Damaracherla,Nalgonda,89.25218697
16.7,79.65,2022,17,0.62745098,0.274509804,1.509803922,0.470588235,3,1,Damaracherla,Nalgonda,89.25218697
16.7,79.65,2022,19,0.62745098,0.274509804,1.509803922,0.470588235,2,1,Damaracherla,Nalgonda,89.25218697
16.7,79.65,2022,30,0.62745098,0.274509804,1.509803922,0.470588235,0,0,Damaracherla,Nalgonda,86.0
16.7,79.65,2022,31,0.62745098,0.274509804,1.509803922,0.470588235,0,0,Damaracherla,Nalgonda,69.25218697
16.7,79.65,2022,43,0.62745098,0.274509804,1.509803922,0.470588235,0,0,Damaracherla,Nalgonda,99.97076623
16.7,79.65,2022,44,0.62745098,0.274509804,1.509803922,0.470588235,0,0,Damaracherla,Nalgonda,99.97076623
16.7,79.65,2022,45,0.62745098,0.274509804,1.509803922,0.470588235,2,1,Damaracherla,Nalgonda,99.97076623
16.7,79.65,2022,47,0.62745098,0.274509804,1.509803922,0.470588235,0,0,Damaracherla,Nalgonda,99.97076623
16.7,79.65,2022,48,0.62745098,0.274509804,1.509803922,0.470588235,0,0,Damaracherla,Nalgonda,99.97076623
16.7,79.65,2022,49,0.62745098,0.274509804,1.509803922,0.470588235,0,0,Damaracherla,Nalgonda,99.97076623
16.7,79.65,2022,50,0.62745098,0.274509804,1.509803922,0.470588235,0,0,Damaracherla,Nalgonda,99.97076623
16.7,79.65,2022,51,0.62745098,0.274509804,1.509803922,0.470588235,2,1,Damaracherla,Nalgonda,99.97076623
16.7,79.65,2022,52,0.62745098,0.274509804,1.509803922,0.470588235,1,1,Damaracherla,Nalgonda,99.97076623
16.71,79.15,2022,22,0.078431373,0.039215686,0.0,0.0,0,0,Peda Adisharla Palli,Nalgonda,61.21723365
16.72,79.83,2022,18,0.078431373,0.039215686,0.0,0.0,0,0,Mattampalli,Suryapet,61.21723365
16.74,79.41,2022,22,0.058823529,0.019607843,0.0,0.0,0,0,Nidamanoor,Nalgonda,60.93216658
16.75,79.01,2022,11,0.058823529,0.019607843,0.0,0.0,0,0,Gurrampode,Nalgonda,60.93216658
16.77,78.87,2022,31,0.098039216,0.039215686,0.078431373,0.058823529,0,0,Chinthapally,Nalgonda,80.310118
16.79,79.98,2022,12,0.117647059,0.078431373,0.0,0.0,0,0,Chinthala palem,Suryapet,68.88637261
16.8,79.98,2022,8,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.99789645
16.8,79.98,2022,9,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,81.0
16.8,79.98,2022,10,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.99789645
16.8,79.98,2022,11,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,81.0
16.8,79.98,2022,12,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,84.0
16.8,79.98,2022,13,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,82.0
16.8,79.98,2022,14,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,84.0
16.8,79.98,2022,21,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,69.25218697
16.8,79.98,2022,43,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.97076623
16.8,79.98,2022,44,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.97076623
16.8,79.98,2022,45,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.97076623
16.8,79.98,2022,47,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.97076623
16.8,79.98,2022,48,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.97076623
16.8,79.98,2022,49,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.97076623
16.8,79.98,2022,50,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.97076623
16.8,79.98,2022,51,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.97076623
16.8,79.98,2022,52,0.37254902,0.156862745,0.0,0.0,0,0,Chinthala palem,Suryapet,99.97076623
16.81,79.92,2022,8,0.176470588,0.176470588,0.352941176,0.333333333,0,0,Mellachervu,Suryapet,99.99789645
16.81,79.92,2022,9,0.176470588,0.176470588,0.352941176,0.333333333,1,1,Mellachervu,Suryapet,99.99789645
16.81,79.92,2022,10,0.176470588,0.176470588,0.352941176,0.333333333,1,1,Mellachervu,Suryapet,99.99789645
16.81,79.92,2022,11,0.176470588,0.176470588,0.352941176,0.333333333,0,0,Mellachervu,Suryapet,99.99789645
16.81,79.92,2022,12,0.176470588,0.176470588,0.352941176,0.333333333,0,0,Mellachervu,Suryapet,99.99789645
16.81,79.92,2022,13,0.176470588,0.176470588,0.352941176,0.333333333,0,0,Mellachervu,Suryapet,99.99789645
16.81,79.92,2022,43,0.176470588,0.176470588,0.352941176,0.333333333,1,1,Mellachervu,Suryapet,99.97076623
16.81,79.92,2022,44,0.176470588,0.176470588,0.352941176,0.333333333,1,1,Mellachervu,Suryapet,99.97076623
16.81,79.92,2022,45,0.176470588,0.176470588,0.352941176,0.333333333,1,1,Mellachervu,Suryapet,99.97076623
16.81,79.92,2022,47,0.176470588,0.176470588,0.352941176,0.333333333,0,0,Mellachervu,Suryapet,81.0
16.81,79.92,2022,48,0.176470588,0.176470588,0.352941176,0.333333333,1,1,Mellachervu,Suryapet,81.0
16.81,79.92,2022,49,0.176470588,0.176470588,0.352941176,0.333333333,1,1,Mellachervu,Suryapet,99.97076623
16.81,79.92,2022,50,0.176470588,0.176470588,0.352941176,0.333333333,0,0,Mellachervu,Suryapet,99.97076623
16.81,79.92,2022,51,0.176470588,0.176470588,0.352941176,0.333333333,0,0,Mellachervu,Suryapet,81.0
16.81,79.92,2022,52,0.176470588,0.176470588,0.352941176,0.333333333,0,0,Mellachervu,Suryapet,99.97076623
16.82,79.53,2022,43,0.156862745,0.019607843,0.0,0.0,0,0,Miryalaguda,Nalgonda,88.0
16.82,79.64,2022,18,0.058823529,0.019607843,0.0,0.0,0,0,Miryalaguda,Nalgonda,60.93216658
16.83,80.04,2022,8,0.509803922,0.254901961,0.901960784,0.568627451,5,1,Chinthala palem,Suryapet,83.0
16.83,80.04,2022,9,0.509803922,0.254901961,0.901960784,0.568627451,1,1,Chinthala palem,Suryapet,84.0
16.83,80.04,2022,10,0.509803922,0.254901961,0.901960784,0.568627451,2,1,Chinthala palem,Suryapet,82.0
16.83,80.04,2022,11,0.509803922,0.254901961,0.901960784,0.568627451,1,1,Chinthala palem,Suryapet,99.99789645
16.83,80.04,2022,12,0.509803922,0.254901961,0.901960784,0.568627451,1,1,Chinthala palem,Suryapet,83.0
16.83,80.04,2022,13,0.509803922,0.254901961,0.901960784,0.568627451,0,0,Chinthala palem,Suryapet,99.99789645
16.83,80.04,2022,41,0.509803922,0.254901961,0.901960784,0.568627451,1,1,Chinthala palem,Suryapet,89.25218697
16.83,80.04,2022,43,0.509803922,0.254901961,0.901960784,0.568627451,1,1,Chinthala palem,Suryapet,81.0
16.83,80.04,2022,44,0.509803922,0.254901961,0.901960784,0.568627451,0,0,Chinthala palem,Suryapet,81.0
